Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09003_001
"06037213402","Census Tract 2134.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"213402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2134.02",,,,33
"06037214000","Census Tract 2140, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2140",,,,22
"06037214100","Census Tract 2141, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2141",,,,25
"06037214400","Census Tract 2144, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2144",,,,33
"06037214501","Census Tract 2145.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2145.01",,,,28
"06037214503","Census Tract 2145.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2145.03",,,,32
"06037214504","Census Tract 2145.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2145.04",,,,29
"06037214505","Census Tract 2145.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2145.05",,,,28
"06037214600","Census Tract 2146, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2146",,,,27
"06037214700","Census Tract 2147, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2147",,,,22
"06037214800","Census Tract 2148, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2148",,,,28
"06037214902","Census Tract 2149.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2149.02",,,,26
"06037214903","Census Tract 2149.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2149.03",,,,22
"06037214904","Census Tract 2149.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"214904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2149.04",,,,29
"06037215101","Census Tract 2151.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"215101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2151.01",,,,30
"06037215102","Census Tract 2151.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"215102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2151.02",,,,32
"06037216100","Census Tract 2161, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2161",,,,29
"06037216201","Census Tract 2162.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2162.01",,,,24
"06037216202","Census Tract 2162.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2162.02",,,,26
"06037216301","Census Tract 2163.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2163.01",,,,30
"06037216302","Census Tract 2163.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2163.02",,,,32
"06037216401","Census Tract 2164.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2164.01",,,,27
"06037216402","Census Tract 2164.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2164.02",,,,29
"06037216700","Census Tract 2167, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2167",,,,31
"06037216800","Census Tract 2168, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2168",,,,27
"06037216901","Census Tract 2169.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2169.01",,,,29
"06037216902","Census Tract 2169.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"216902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2169.02",,,,27
"06037217001","Census Tract 2170.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"217001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2170.01",,,,24
"06037217002","Census Tract 2170.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"217002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2170.02",,,,25
"06037217101","Census Tract 2171.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"217101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2171.01",,,,30
"06037217102","Census Tract 2171.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"217102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2171.02",,,,30
"06037217200","Census Tract 2172, Los Angeles County, California","ca","140","00",,,,"06","037",,,"217200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2172",,,,34
"06037218110","Census Tract 2181.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2181.10",,,,31
"06037218120","Census Tract 2181.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2181.20",,,,33
"06037218210","Census Tract 2182.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2182.10",,,,32
"06037218220","Census Tract 2182.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2182.20",,,,33
"06037218300","Census Tract 2183, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2183",,,,31
"06037218400","Census Tract 2184, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2184",,,,34
"06037218500","Census Tract 2185, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2185",,,,33
"06037218600","Census Tract 2186, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2186",,,,40
"06037218701","Census Tract 2187.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2187.01",,,,41
"06037218702","Census Tract 2187.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2187.02",,,,31
"06037218800","Census Tract 2188, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2188",,,,31
"06037218900","Census Tract 2189, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2189",,,,30
"06037219010","Census Tract 2190.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2190.10",,,,35
"06037219020","Census Tract 2190.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2190.20",,,,39
"06037219300","Census Tract 2193, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2193",,,,36
"06037219500","Census Tract 2195, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2195",,,,31
"06037219700","Census Tract 2197, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2197",,,,33
"06037219800","Census Tract 2198, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2198",,,,36
"06037219901","Census Tract 2199.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.01",,,,32
"06037219902","Census Tract 2199.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.02",,,,33
"06037220000","Census Tract 2200, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2200",,,,27
"06037220100","Census Tract 2201, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2201",,,,33
"06037221110","Census Tract 2211.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.10",,,,38
"06037221120","Census Tract 2211.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.20",,,,34
"06037221210","Census Tract 2212.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.10",,,,39
"06037221220","Census Tract 2212.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.20",,,,35
"06037221302","Census Tract 2213.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.02",,,,39
"06037221303","Census Tract 2213.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.03",,,,37
"06037221304","Census Tract 2213.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.04",,,,30
"06037221401","Census Tract 2214.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.01",,,,34
"06037221402","Census Tract 2214.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.02",,,,35
"06037221500","Census Tract 2215, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2215",,,,38
"06037221601","Census Tract 2216.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.01",,,,33
"06037221602","Census Tract 2216.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.02",,,,34
"06037221710","Census Tract 2217.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2217.10",,,,35
"06037221810","Census Tract 2218.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.10",,,,36
"06037221820","Census Tract 2218.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.20",,,,31
"06037221900","Census Tract 2219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2219",,,,22
"06037222001","Census Tract 2220.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.01",,,,32
"06037222002","Census Tract 2220.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.02",,,,35
"06037222100","Census Tract 2221, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2221",,,,36
"06037222200","Census Tract 2222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2222",,,,39
"06037222500","Census Tract 2225, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2225",,,,35
"06037222600","Census Tract 2226, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2226",,,,29
"06037222700","Census Tract 2227, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2227",,,,14
"06037224010","Census Tract 2240.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.10",,,,22
"06037224020","Census Tract 2240.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.20",,,,26
"06037224200","Census Tract 2242, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2242",,,,30
"06037224310","Census Tract 2243.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.10",,,,30
"06037224320","Census Tract 2243.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.20",,,,35
"06037224410","Census Tract 2244.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.10",,,,32
"06037224420","Census Tract 2244.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.20",,,,29
"06037224600","Census Tract 2246, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2246",,,,33
"06037224701","Census Tract 2247.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.01",,,,19
"06037224702","Census Tract 2247.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.02",,,,23
"06037226001","Census Tract 2260.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.01",,,,37
"06037226002","Census Tract 2260.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.02",,,,37
"06037226410","Census Tract 2264.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.10",,,,34
"06037226420","Census Tract 2264.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.20",,,,33
"06037226701","Census Tract 2267.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.01",,,,40
"06037226702","Census Tract 2267.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.02",,,,33
"06037227010","Census Tract 2270.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.10",,,,30
"06037227020","Census Tract 2270.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.20",,,,31
"06037228100","Census Tract 2281, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2281",,,,30
"06037228210","Census Tract 2282.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.10",,,,37
"06037228220","Census Tract 2282.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.20",,,,30
"06037228310","Census Tract 2283.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.10",,,,30
"06037228320","Census Tract 2283.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.20",,,,35
"06037228410","Census Tract 2284.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.10",,,,35
"06037228420","Census Tract 2284.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.20",,,,42
"06037228500","Census Tract 2285, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2285",,,,33
"06037228600","Census Tract 2286, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2286",,,,36
"06037228710","Census Tract 2287.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.10",,,,33
"06037228720","Census Tract 2287.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.20",,,,32
"06037228800","Census Tract 2288, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2288",,,,35
"06037228900","Census Tract 2289, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2289",,,,34
"06037229100","Census Tract 2291, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2291",,,,37
"06037229200","Census Tract 2292, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2292",,,,36
"06037229300","Census Tract 2293, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2293",,,,35
"06037229410","Census Tract 2294.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.10",,,,29
"06037229420","Census Tract 2294.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.20",,,,38
"06037231100","Census Tract 2311, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2311",,,,36
"06037231210","Census Tract 2312.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.10",,,,37
"06037231220","Census Tract 2312.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.20",,,,37
"06037231301","Census Tract 2313.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.01",,,,41
"06037231302","Census Tract 2313.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.02",,,,44
"06037231400","Census Tract 2314, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2314",,,,34
"06037231500","Census Tract 2315, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2315",,,,32
"06037231601","Census Tract 2316.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.01",,,,35
"06037231602","Census Tract 2316.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.02",,,,31
"06037231603","Census Tract 2316.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.03",,,,36
"06037231710","Census Tract 2317.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.10",,,,36
"06037231720","Census Tract 2317.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.20",,,,33
"06037231800","Census Tract 2318, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2318",,,,34
"06037231901","Census Tract 2319.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.01",,,,36
"06037231902","Census Tract 2319.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.02",,,,36
"06037232110","Census Tract 2321.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.10",,,,39
"06037232120","Census Tract 2321.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.20",,,,34
"06037232200","Census Tract 2322, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2322",,,,43
"06037232300","Census Tract 2323, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2323",,,,36
"06037232401","Census Tract 2324.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.01",,,,39
"06037232402","Census Tract 2324.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.02",,,,45
"06037232500","Census Tract 2325, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2325",,,,36
"06037232601","Census Tract 2326.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.01",,,,41
"06037232602","Census Tract 2326.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.02",,,,41
"06037232701","Census Tract 2327.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.01",,,,34
"06037232702","Census Tract 2327.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.02",,,,39
"06037232800","Census Tract 2328, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2328",,,,33
"06037234001","Census Tract 2340.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.01",,,,42
"06037234002","Census Tract 2340.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.02",,,,36
"06037234200","Census Tract 2342, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2342",,,,35
"06037234301","Census Tract 2343.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.01",,,,40
"06037234302","Census Tract 2343.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.02",,,,34
"06037234501","Census Tract 2345.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.01",,,,34
"06037234502","Census Tract 2345.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.02",,,,30
"06037234600","Census Tract 2346, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2346",,,,32
